Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MAP kinase [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,613,613,96%,0.0,79.73,369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_999813.1?report=genbank&log$=prottop&blast_rank=1&RID=0MSYJFSZ013"",""NP_999813.1"")"
mitogen-activated protein kinase 1-like [Acropora millepora],Acropora millepora,603,603,92%,0.0,80.29,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029188819.1?report=genbank&log$=prottop&blast_rank=2&RID=0MSYJFSZ013"",""XP_029188819.1"")"
mitogen-activated protein kinase [Ciona intestinalis],Ciona intestinalis,601,601,89%,0.0,83.14,350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001071697.1?report=genbank&log$=prottop&blast_rank=3&RID=0MSYJFSZ013"",""NP_001071697.1"")"
mitogen-activated protein kinase 1-like [Branchiostoma floridae],Branchiostoma floridae,596,596,92%,0.0,80.06,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035691013.1?report=genbank&log$=prottop&blast_rank=4&RID=0MSYJFSZ013"",""XP_035691013.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Amphimedon queenslandica],Amphimedon queenslandica,583,583,91%,0.0,77.97,356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003388915.1?report=genbank&log$=prottop&blast_rank=5&RID=0MSYJFSZ013"",""XP_003388915.1"")"
mitogen-activated protein kinase 1-like [Asterias rubens],Asterias rubens,572,572,90%,0.0,79.36,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033627096.1?report=genbank&log$=prottop&blast_rank=6&RID=0MSYJFSZ013"",""XP_033627096.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Priapulus caudatus],Priapulus caudatus,565,565,90%,0.0,78.00,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014666657.1?report=genbank&log$=prottop&blast_rank=7&RID=0MSYJFSZ013"",""XP_014666657.1"")"
Mitogen-activated protein kinase mpk-1 [Caenorhabditis elegans],Caenorhabditis elegans,555,555,90%,0.0,76.90,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001022584.1?report=genbank&log$=prottop&blast_rank=8&RID=0MSYJFSZ013"",""NP_001022584.1"")"
Sur-1 MAP kinase [Caenorhabditis elegans],Caenorhabditis elegans,554,554,90%,0.0,76.90,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAA18956.1?report=genbank&log$=prottop&blast_rank=9&RID=0MSYJFSZ013"",""AAA18956.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Hydra vulgaris],Hydra vulgaris,554,554,91%,0.0,78.03,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002154499.3?report=genbank&log$=prottop&blast_rank=10&RID=0MSYJFSZ013"",""XP_002154499.3"")"
Mitogen-activated protein kinase mpk-1 [Caenorhabditis elegans],Caenorhabditis elegans,554,554,90%,0.0,76.68,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001366708.1?report=genbank&log$=prottop&blast_rank=11&RID=0MSYJFSZ013"",""NP_001366708.1"")"
MAPK1 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,546,546,92%,0.0,62.98,449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1233901.1?report=genbank&log$=prottop&blast_rank=12&RID=0MSYJFSZ013"",""CAH1233901.1"")"
hypothetical protein OCBIM_22007878mg [Octopus bimaculoides],Octopus bimaculoides,545,545,83%,0.0,80.00,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF68205.1?report=genbank&log$=prottop&blast_rank=13&RID=0MSYJFSZ013"",""KOF68205.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Octopus bimaculoides],Octopus bimaculoides,540,540,80%,0.0,81.37,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014786893.1?report=genbank&log$=prottop&blast_rank=14&RID=0MSYJFSZ013"",""XP_014786893.1"")"
uncharacterized protein MONBRDRAFT_27550 [Monosiga brevicollis MX1],Monosiga brevicollis MX1,532,532,88%,0.0,73.59,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_001748004.1?report=genbank&log$=prottop&blast_rank=15&RID=0MSYJFSZ013"",""XP_001748004.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,526,526,90%,0.0,74.42,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006825317.1?report=genbank&log$=prottop&blast_rank=16&RID=0MSYJFSZ013"",""XP_006825317.1"")"
uncharacterized protein MONBRDRAFT_19272 [Monosiga brevicollis MX1],Monosiga brevicollis MX1,403,403,82%,3e-138,59.29,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_001742351.1?report=genbank&log$=prottop&blast_rank=17&RID=0MSYJFSZ013"",""XP_001742351.1"")"
Mitogen-activated protein kinase [Fusarium culmorum],Fusarium culmorum,397,397,88%,2e-135,58.41,355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PTD04958.1?report=genbank&log$=prottop&blast_rank=18&RID=0MSYJFSZ013"",""PTD04958.1"")"
TPA: MPKBMitogen-activated protein kinase; [Source:UniProtKB/TrEMBL;Acc:Q9UVK6] [Aspergillus nidulans FGSC A4],Aspergillus nidulans FGSC A4,390,390,88%,7e-133,58.41,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CBF75537.1?report=genbank&log$=prottop&blast_rank=19&RID=0MSYJFSZ013"",""CBF75537.1"")"
hypothetical protein AN3719.2 [Aspergillus nidulans FGSC A4],Aspergillus nidulans FGSC A4,383,383,86%,5e-130,58.79,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_661323.1?report=genbank&log$=prottop&blast_rank=20&RID=0MSYJFSZ013"",""XP_661323.1"")"
extracellular signal-regulated protein kinase [Dictyostelium discoideum],Dictyostelium discoideum,382,382,92%,1e-128,54.24,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAA59387.1?report=genbank&log$=prottop&blast_rank=21&RID=0MSYJFSZ013"",""AAA59387.1"")"
extracellular signal-regulated protein kinase [Dictyostelium discoideum AX4],Dictyostelium discoideum AX4,385,385,92%,2e-128,53.98,529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_637704.1?report=genbank&log$=prottop&blast_rank=22&RID=0MSYJFSZ013"",""XP_637704.1"")"
