Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
voltage-dependent L-type calcium channel subunit beta-2 isoform X1 [Ciona intestinalis],Ciona intestinalis,634,634,68%,0.0,69.50,506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002129248.1?report=genbank&log$=prottop&blast_rank=1&RID=04Y7E05R016"",""XP_002129248.1"")"
voltage-dependent L-type calcium channel subunit beta-2 isoform X2 [Ciona intestinalis],Ciona intestinalis,633,633,68%,0.0,69.50,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_009861365.1?report=genbank&log$=prottop&blast_rank=2&RID=04Y7E05R016"",""XP_009861365.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X12 [Branchiostoma floridae],Branchiostoma floridae,592,592,63%,0.0,68.62,568,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661505.1?report=genbank&log$=prottop&blast_rank=3&RID=04Y7E05R016"",""XP_035661505.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X5 [Branchiostoma floridae],Branchiostoma floridae,592,592,63%,0.0,67.91,585,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661497.1?report=genbank&log$=prottop&blast_rank=4&RID=04Y7E05R016"",""XP_035661497.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X2 [Asterias rubens],Asterias rubens,586,586,59%,0.0,71.29,701,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033629179.1?report=genbank&log$=prottop&blast_rank=5&RID=04Y7E05R016"",""XP_033629179.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X3 [Asterias rubens],Asterias rubens,585,585,59%,0.0,71.29,700,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033629180.1?report=genbank&log$=prottop&blast_rank=6&RID=04Y7E05R016"",""XP_033629180.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X14 [Branchiostoma floridae],Branchiostoma floridae,585,585,63%,0.0,64.33,508,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661507.1?report=genbank&log$=prottop&blast_rank=7&RID=04Y7E05R016"",""XP_035661507.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X8 [Branchiostoma floridae],Branchiostoma floridae,584,584,63%,0.0,66.59,581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661501.1?report=genbank&log$=prottop&blast_rank=8&RID=04Y7E05R016"",""XP_035661501.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X3 [Branchiostoma floridae],Branchiostoma floridae,583,583,63%,0.0,65.91,598,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661495.1?report=genbank&log$=prottop&blast_rank=9&RID=04Y7E05R016"",""XP_035661495.1"")"
PREDICTED: voltage-dependent L-type calcium channel subunit beta-2-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,582,582,59%,0.0,70.71,707,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006812820.1?report=genbank&log$=prottop&blast_rank=10&RID=04Y7E05R016"",""XP_006812820.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X4 [Branchiostoma floridae],Branchiostoma floridae,581,581,63%,0.0,65.11,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661496.1?report=genbank&log$=prottop&blast_rank=11&RID=04Y7E05R016"",""XP_035661496.1"")"
voltage-dependent L-type calcium channel subunit beta-1-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,580,580,63%,0.0,64.46,608,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035661493.1?report=genbank&log$=prottop&blast_rank=12&RID=04Y7E05R016"",""XP_035661493.1"")"
voltage-dependent L-type calcium channel subunit beta-3-like isoform X1 [Asterias rubens],Asterias rubens,572,572,59%,0.0,66.06,736,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033629178.1?report=genbank&log$=prottop&blast_rank=13&RID=04Y7E05R016"",""XP_033629178.1"")"
