Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
mitogen-activated protein kinase 1-like [Acropora millepora],Acropora millepora,629,629,96%,0.0,85.67,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029188819.1?report=genbank&log$=prottop&blast_rank=1&RID=0MSUXDNP016"",""XP_029188819.1"")"
mitogen-activated protein kinase [Ciona intestinalis],Ciona intestinalis,615,615,94%,0.0,85.25,350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001071697.1?report=genbank&log$=prottop&blast_rank=2&RID=0MSUXDNP016"",""NP_001071697.1"")"
MAP kinase [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,609,609,96%,0.0,83.29,369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_999813.1?report=genbank&log$=prottop&blast_rank=3&RID=0MSUXDNP016"",""NP_999813.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Amphimedon queenslandica],Amphimedon queenslandica,607,607,97%,0.0,80.11,356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003388915.1?report=genbank&log$=prottop&blast_rank=4&RID=0MSUXDNP016"",""XP_003388915.1"")"
mitogen-activated protein kinase 1-like [Branchiostoma floridae],Branchiostoma floridae,603,603,96%,0.0,81.53,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035691013.1?report=genbank&log$=prottop&blast_rank=5&RID=0MSUXDNP016"",""XP_035691013.1"")"
mitogen-activated protein kinase 1-like [Asterias rubens],Asterias rubens,587,587,97%,0.0,79.89,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033627096.1?report=genbank&log$=prottop&blast_rank=6&RID=0MSUXDNP016"",""XP_033627096.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Priapulus caudatus],Priapulus caudatus,582,582,98%,0.0,78.39,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014666657.1?report=genbank&log$=prottop&blast_rank=7&RID=0MSUXDNP016"",""XP_014666657.1"")"
Mitogen-activated protein kinase mpk-1 [Caenorhabditis elegans],Caenorhabditis elegans,572,572,94%,0.0,81.18,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001022584.1?report=genbank&log$=prottop&blast_rank=8&RID=0MSUXDNP016"",""NP_001022584.1"")"
Sur-1 MAP kinase [Caenorhabditis elegans],Caenorhabditis elegans,572,572,94%,0.0,81.18,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAA18956.1?report=genbank&log$=prottop&blast_rank=9&RID=0MSUXDNP016"",""AAA18956.1"")"
Mitogen-activated protein kinase mpk-1 [Caenorhabditis elegans],Caenorhabditis elegans,571,571,94%,0.0,81.18,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001366708.1?report=genbank&log$=prottop&blast_rank=10&RID=0MSUXDNP016"",""NP_001366708.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Hydra vulgaris],Hydra vulgaris,566,566,95%,0.0,82.22,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002154499.3?report=genbank&log$=prottop&blast_rank=11&RID=0MSUXDNP016"",""XP_002154499.3"")"
MAPK1 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,559,559,97%,0.0,65.09,449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1233901.1?report=genbank&log$=prottop&blast_rank=12&RID=0MSUXDNP016"",""CAH1233901.1"")"
hypothetical protein OCBIM_22007878mg [Octopus bimaculoides],Octopus bimaculoides,550,550,87%,0.0,81.90,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF68205.1?report=genbank&log$=prottop&blast_rank=13&RID=0MSUXDNP016"",""KOF68205.1"")"
PREDICTED: mitogen-activated protein kinase 1-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,541,541,97%,0.0,75.57,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006825317.1?report=genbank&log$=prottop&blast_rank=14&RID=0MSUXDNP016"",""XP_006825317.1"")"
