Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
calcium/calmodulin-dependent protein kinase kinase 1-like isoform X2 [Asterias rubens],Asterias rubens,504,504,65%,2e-170,64.10,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033627436.1?report=genbank&log$=prottop&blast_rank=1&RID=081EYKHV01R"",""XP_033627436.1"")"
calcium/calmodulin-dependent protein kinase kinase 2-like [Branchiostoma floridae],Branchiostoma floridae,503,503,65%,4e-170,63.94,619,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035665746.1?report=genbank&log$=prottop&blast_rank=2&RID=081EYKHV01R"",""XP_035665746.1"")"
calcium/calmodulin-dependent protein kinase kinase 1-like isoform X1 [Asterias rubens],Asterias rubens,504,504,65%,4e-170,64.10,662,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033627429.1?report=genbank&log$=prottop&blast_rank=3&RID=081EYKHV01R"",""XP_033627429.1"")"
CAMKK2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,502,502,65%,2e-169,63.94,639,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1233584.1?report=genbank&log$=prottop&blast_rank=4&RID=081EYKHV01R"",""CAH1233584.1"")"
PREDICTED: calcium/calmodulin-dependent protein kinase kinase 2-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,501,501,69%,6e-168,60.67,710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006813514.1?report=genbank&log$=prottop&blast_rank=5&RID=081EYKHV01R"",""XP_006813514.1"")"
calcium/calmodulin-dependent protein kinase kinase 1 isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,494,494,68%,1e-165,60.59,676,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030847475.1?report=genbank&log$=prottop&blast_rank=6&RID=081EYKHV01R"",""XP_030847475.1"")"
calcium/calmodulin-dependent protein kinase kinase 1 isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,493,493,68%,2e-164,60.59,739,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030847474.1?report=genbank&log$=prottop&blast_rank=7&RID=081EYKHV01R"",""XP_030847474.1"")"
calcium/calmodulin-dependent protein kinase kinase 2 isoform X1 [Ciona intestinalis],Ciona intestinalis,431,431,63%,2e-144,55.20,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002120749.1?report=genbank&log$=prottop&blast_rank=8&RID=081EYKHV01R"",""XP_002120749.1"")"
calcium/calmodulin-dependent protein kinase kinase 1 isoform X2 [Ciona intestinalis],Ciona intestinalis,422,422,59%,4e-142,56.86,350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026694726.1?report=genbank&log$=prottop&blast_rank=9&RID=081EYKHV01R"",""XP_026694726.1"")"
calcium/calmodulin-dependent protein kinase kinase 1 isoform X3 [Ciona intestinalis],Ciona intestinalis,421,421,59%,9e-142,57.06,348,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002120900.1?report=genbank&log$=prottop&blast_rank=10&RID=081EYKHV01R"",""XP_002120900.1"")"
